               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.061608,            0.025007,           0.0039512,               0.448,             0.64869,             0.50359,             0.22374,            0.037136,            0.017104,           0.0030243,           0.0094434,           0.0094434,           0.0094434
                  18,            0.057873,            0.024787,           0.0037107,             0.49387,              0.6556,              0.6135,             0.24507,            0.034602,            0.016798,           0.0029449,           0.0093733,           0.0093733,           0.0093733
                  19,            0.053241,            0.024548,           0.0033736,             0.70948,             0.53537,             0.53392,             0.24615,            0.040866,             0.01695,           0.0027491,           0.0092995,           0.0092995,           0.0092995
                  20,              0.0505,            0.023223,           0.0028411,             0.58838,             0.66173,             0.59263,             0.23277,            0.030631,            0.016547,           0.0021313,           0.0092219,           0.0092219,           0.0092219
                  21,            0.051296,            0.023491,           0.0033853,             0.63189,             0.64833,             0.67405,             0.23759,            0.032064,            0.017823,           0.0019419,           0.0091406,           0.0091406,           0.0091406
                  22,            0.051299,            0.022229,           0.0026222,             0.67181,             0.65863,             0.66915,             0.28191,             0.03519,            0.015375,           0.0017831,           0.0090557,           0.0090557,           0.0090557
                  23,            0.049173,            0.022495,           0.0029631,             0.74406,             0.67366,             0.69964,             0.38305,            0.027266,            0.014828,           0.0017364,           0.0089673,           0.0089673,           0.0089673
                  24,            0.045374,            0.019576,           0.0026244,             0.59234,             0.65991,             0.64441,             0.30661,             0.02843,            0.014052,           0.0017331,           0.0088755,           0.0088755,           0.0088755
                  25,            0.045055,            0.020665,            0.002341,             0.89847,             0.68992,             0.73461,             0.40408,            0.026296,            0.013982,            0.001845,           0.0087804,           0.0087804,           0.0087804
                  26,            0.041764,            0.020223,           0.0023214,             0.72311,              0.7535,             0.74663,             0.37787,            0.026529,            0.013185,           0.0013365,            0.008682,            0.008682,            0.008682
                  27,             0.04082,            0.019411,           0.0021749,             0.81815,             0.67634,             0.71657,             0.40451,            0.024035,            0.013252,           0.0012837,           0.0085805,           0.0085805,           0.0085805
                  28,            0.043451,             0.01856,           0.0018791,             0.61638,             0.75326,             0.72829,             0.27412,            0.030617,            0.013225,           0.0013258,           0.0084759,           0.0084759,           0.0084759
                  29,            0.042689,            0.019794,           0.0023287,             0.69629,             0.74783,             0.75001,             0.40049,            0.026216,            0.013157,            0.001598,           0.0083684,           0.0083684,           0.0083684
                  30,            0.036985,            0.018563,           0.0019772,              0.7094,             0.76617,             0.76756,             0.46773,            0.023673,            0.012548,           0.0011815,           0.0082581,           0.0082581,           0.0082581
                  31,            0.038212,            0.017264,           0.0016546,             0.79906,             0.78918,             0.79465,             0.45372,            0.023004,            0.012824,           0.0011847,            0.008145,            0.008145,            0.008145
                  32,            0.038129,            0.018801,            0.001785,             0.72918,             0.75098,             0.74874,             0.42269,            0.023077,             0.01241,           0.0012873,           0.0080294,           0.0080294,           0.0080294
                  33,            0.036134,            0.017778,           0.0020227,             0.76448,             0.80142,             0.81842,             0.47416,            0.023366,            0.012222,           0.0012485,           0.0079112,           0.0079112,           0.0079112
                  34,            0.037508,            0.017496,           0.0017936,              0.7581,             0.77253,             0.78353,             0.41689,            0.022624,            0.012073,           0.0013263,           0.0077907,           0.0077907,           0.0077907
                  35,             0.03554,            0.017628,           0.0017001,             0.72442,             0.81927,             0.80711,             0.47139,            0.022148,            0.011957,           0.0011778,           0.0076679,           0.0076679,           0.0076679
                  36,            0.035521,             0.01744,           0.0014689,             0.77875,             0.78153,             0.78595,             0.49304,            0.020616,            0.011823,          0.00098475,            0.007543,            0.007543,            0.007543
                  37,            0.034096,             0.01739,           0.0016129,             0.75337,             0.75334,             0.78983,              0.4967,            0.021974,            0.012056,           0.0010828,            0.007416,            0.007416,            0.007416
                  38,            0.036135,             0.01739,           0.0015419,             0.74325,             0.78691,             0.80832,             0.44822,            0.021438,            0.011518,           0.0011294,           0.0072872,           0.0072872,           0.0072872
                  39,            0.033403,            0.016622,           0.0016959,              0.7416,             0.76161,              0.7667,             0.42178,            0.022837,            0.011696,          0.00098015,           0.0071566,           0.0071566,           0.0071566
                  40,            0.032579,            0.015476,           0.0015667,             0.80417,             0.81865,             0.82029,             0.47144,            0.023154,            0.011597,          0.00094079,           0.0070243,           0.0070243,           0.0070243
                  41,            0.032494,             0.01621,            0.001345,             0.77548,             0.80298,             0.84662,              0.5171,            0.021637,            0.011783,          0.00090894,           0.0068906,           0.0068906,           0.0068906
                  42,            0.032297,            0.016052,           0.0013131,             0.76487,             0.83775,             0.83707,              0.4579,            0.021842,            0.011381,          0.00091366,           0.0067555,           0.0067555,           0.0067555
                  43,            0.031354,             0.01558,            0.001384,             0.78121,             0.84886,             0.85878,             0.47318,            0.021601,            0.011069,          0.00097586,           0.0066191,           0.0066191,           0.0066191
                  44,            0.030688,            0.015712,           0.0014146,             0.77504,             0.85342,             0.86105,             0.50933,            0.020479,            0.011144,           0.0010511,           0.0064816,           0.0064816,           0.0064816
                  45,            0.030391,            0.015768,           0.0012016,              0.7797,             0.86934,             0.84532,              0.5507,            0.019416,            0.010982,          0.00076328,           0.0063432,           0.0063432,           0.0063432
                  46,            0.030053,            0.016344,           0.0011722,             0.78258,             0.86238,             0.85002,             0.54746,            0.020291,            0.011048,          0.00076995,            0.006204,            0.006204,            0.006204
                  47,            0.030058,            0.015527,           0.0011029,             0.78103,             0.83897,             0.85652,              0.5234,            0.019992,            0.010734,          0.00078894,            0.006064,            0.006064,            0.006064
                  48,            0.031869,            0.014779,           0.0012024,             0.84623,             0.85092,             0.87891,             0.53805,            0.020788,            0.010923,          0.00086677,           0.0059235,           0.0059235,           0.0059235
                  49,            0.028943,            0.016233,           0.0013114,             0.82044,             0.83644,             0.86538,             0.54685,            0.019707,            0.010778,          0.00091392,           0.0057826,           0.0057826,           0.0057826
                  50,            0.030657,            0.014516,           0.0013322,             0.82294,             0.84174,             0.86222,             0.54873,            0.019608,            0.010818,          0.00088935,           0.0056413,           0.0056413,           0.0056413
                  51,            0.029878,            0.015002,           0.0011712,             0.79682,             0.84343,             0.85221,             0.54875,             0.01918,            0.010851,          0.00082253,              0.0055,              0.0055,              0.0055
                  52,            0.029504,            0.015988,           0.0011169,             0.80949,             0.84413,             0.87454,             0.57582,            0.018456,            0.010735,          0.00080353,           0.0053587,           0.0053587,           0.0053587
                  53,            0.027559,            0.014226,           0.0010306,             0.82689,             0.86755,             0.87985,              0.5816,            0.019148,            0.010804,          0.00077866,           0.0052174,           0.0052174,           0.0052174
                  54,            0.029174,             0.01424,           0.0010551,             0.77807,             0.85756,             0.86226,             0.57083,            0.019135,            0.010589,          0.00075719,           0.0050765,           0.0050765,           0.0050765
                  55,            0.028521,             0.01504,           0.0010231,             0.84813,             0.85282,             0.87671,              0.5566,            0.018944,            0.010529,          0.00073903,            0.004936,            0.004936,            0.004936
                  56,            0.026318,            0.014806,           0.0010413,             0.82879,             0.84706,             0.87196,              0.5688,            0.019391,            0.010667,          0.00073056,            0.004796,            0.004796,            0.004796
                  57,            0.027071,            0.014534,          0.00094399,             0.84008,             0.84762,             0.86898,             0.55226,            0.019045,            0.010635,          0.00078754,           0.0046568,           0.0046568,           0.0046568
                  58,            0.026071,            0.014552,          0.00092116,             0.86641,             0.83116,             0.88213,             0.57463,            0.018643,            0.010531,          0.00076869,           0.0045184,           0.0045184,           0.0045184
                  59,            0.026053,            0.013536,          0.00083504,             0.84966,             0.84453,             0.89292,             0.58554,            0.018246,            0.010403,          0.00072704,           0.0043809,           0.0043809,           0.0043809
                  60,             0.02638,            0.014178,          0.00081195,             0.80473,             0.87415,             0.89437,             0.56717,            0.019243,             0.01053,          0.00068271,           0.0042445,           0.0042445,           0.0042445
                  61,            0.026843,             0.01381,          0.00093228,             0.83286,             0.85117,             0.88749,             0.58863,            0.018306,            0.010435,          0.00067141,           0.0041094,           0.0041094,           0.0041094
                  62,            0.024177,            0.013625,          0.00092957,             0.84194,               0.865,             0.89135,             0.59169,            0.018061,            0.010496,          0.00070334,           0.0039757,           0.0039757,           0.0039757
                  63,            0.024255,            0.012612,          0.00082976,             0.80811,             0.89146,             0.88995,              0.5839,            0.018295,            0.010443,          0.00066009,           0.0038434,           0.0038434,           0.0038434
                  64,            0.025012,            0.013681,          0.00069147,             0.82437,              0.8817,             0.89657,             0.55868,            0.018599,            0.010412,          0.00061322,           0.0037128,           0.0037128,           0.0037128
                  65,             0.02471,            0.013273,          0.00086192,              0.8491,             0.89898,             0.90483,             0.58406,            0.018345,            0.010556,          0.00058185,            0.003584,            0.003584,            0.003584
                  66,             0.02376,            0.012771,          0.00071742,             0.85324,             0.85932,             0.89167,             0.57475,            0.018892,            0.010411,          0.00059384,            0.003457,            0.003457,            0.003457
                  67,             0.02351,            0.013059,          0.00081861,             0.84364,             0.89194,             0.90511,             0.60521,            0.017913,            0.010341,          0.00054646,           0.0033321,           0.0033321,           0.0033321
                  68,            0.023914,            0.012736,          0.00079559,             0.85062,             0.88864,             0.90358,              0.6051,            0.017985,            0.010565,          0.00053511,           0.0032093,           0.0032093,           0.0032093
                  69,            0.022545,            0.012269,          0.00070118,             0.85241,             0.87033,             0.89862,             0.59818,            0.018258,            0.010476,          0.00052627,           0.0030888,           0.0030888,           0.0030888
                  70,            0.024503,            0.012067,          0.00081767,             0.87154,             0.86428,             0.90094,             0.61139,            0.017566,            0.010292,          0.00052337,           0.0029706,           0.0029706,           0.0029706
                  71,            0.022937,            0.012537,          0.00059064,             0.83456,             0.86165,             0.89635,             0.61702,            0.017416,            0.010115,          0.00050966,            0.002855,            0.002855,            0.002855
                  72,            0.022509,            0.012489,          0.00068312,             0.86815,             0.85962,             0.90222,             0.61077,            0.017514,            0.010291,          0.00049911,           0.0027419,           0.0027419,           0.0027419
                  73,            0.023213,             0.01354,          0.00067115,             0.86635,               0.865,             0.90254,             0.60292,            0.018158,            0.010427,          0.00049916,           0.0026316,           0.0026316,           0.0026316
                  74,            0.023438,             0.01235,           0.0006895,             0.86439,             0.86907,             0.89412,             0.60839,            0.017689,            0.010252,          0.00051688,           0.0025241,           0.0025241,           0.0025241
                  75,            0.022793,            0.013301,          0.00059205,              0.8454,             0.86459,             0.88304,             0.60179,            0.017753,            0.010275,          0.00051041,           0.0024195,           0.0024195,           0.0024195
                  76,             0.02262,            0.013117,          0.00063705,             0.84135,             0.87408,              0.8901,             0.61091,            0.017454,            0.010144,          0.00049929,            0.002318,            0.002318,            0.002318
                  77,            0.022268,            0.012111,          0.00061043,              0.8503,             0.87341,             0.89027,             0.60562,            0.017578,            0.010239,          0.00050551,           0.0022196,           0.0022196,           0.0022196
                  78,            0.021618,            0.012449,          0.00058498,             0.84695,             0.87978,             0.89008,              0.6011,             0.01763,             0.01022,          0.00050028,           0.0021245,           0.0021245,           0.0021245
                  79,            0.022408,            0.013182,          0.00053225,             0.86398,             0.83772,             0.87117,             0.59935,            0.017552,            0.010202,          0.00049193,           0.0020327,           0.0020327,           0.0020327
                  80,             0.02255,            0.012398,          0.00054773,             0.85621,             0.86926,             0.88941,             0.60509,            0.017544,            0.010329,          0.00047659,           0.0019443,           0.0019443,           0.0019443
                  81,            0.022481,            0.012904,          0.00049252,             0.83056,             0.89573,             0.89065,             0.60586,            0.017491,            0.010251,          0.00042311,           0.0018594,           0.0018594,           0.0018594
                  82,            0.021923,            0.013121,          0.00051488,             0.85388,             0.87961,             0.89248,             0.60722,            0.017473,             0.01031,           0.0004429,           0.0017781,           0.0017781,           0.0017781
                  83,            0.021929,            0.012907,          0.00053347,             0.84252,             0.88361,             0.89034,             0.60077,            0.017597,            0.010282,          0.00044693,           0.0017005,           0.0017005,           0.0017005
                  84,            0.021514,            0.012253,           0.0004836,             0.85132,             0.89032,             0.89475,             0.60118,            0.017637,            0.010192,          0.00044263,           0.0016267,           0.0016267,           0.0016267
                  85,            0.021613,            0.012523,          0.00046668,             0.85584,              0.8952,             0.89623,             0.61396,            0.017396,            0.010215,          0.00046994,           0.0015566,           0.0015566,           0.0015566
                  86,            0.021555,            0.012012,          0.00052884,             0.86101,             0.88415,             0.89965,             0.61699,            0.017386,            0.010285,          0.00048193,           0.0014905,           0.0014905,           0.0014905
                  87,            0.022757,            0.012835,          0.00062626,             0.86258,              0.8727,             0.89588,             0.61279,             0.01741,            0.010323,          0.00045499,           0.0014283,           0.0014283,           0.0014283
                  88,            0.022179,            0.012604,          0.00054357,             0.83031,             0.89531,             0.89683,              0.6097,            0.017458,            0.010351,          0.00045078,           0.0013701,           0.0013701,           0.0013701
                  89,            0.021884,            0.012775,          0.00046825,             0.85231,             0.87805,             0.89633,             0.61241,            0.017461,            0.010358,           0.0004552,            0.001316,            0.001316,            0.001316
                  90,            0.022412,            0.012638,          0.00043502,             0.86287,             0.89069,             0.89607,             0.62213,            0.017276,            0.010295,          0.00043433,            0.001266,            0.001266,            0.001266
                  91,            0.020404,            0.012154,          0.00047747,              0.8473,             0.90874,             0.90397,             0.62042,            0.017335,            0.010289,          0.00042323,           0.0012202,           0.0012202,           0.0012202
                  92,            0.021101,            0.012309,          0.00054242,             0.85696,             0.89797,             0.90166,              0.6197,            0.017257,            0.010329,          0.00042798,           0.0011787,           0.0011787,           0.0011787
                  93,            0.022022,            0.012311,          0.00043069,             0.86805,             0.88417,              0.9038,             0.61724,            0.017369,             0.01024,          0.00042111,           0.0011414,           0.0011414,           0.0011414
                  94,            0.021264,            0.012926,          0.00045113,             0.85865,             0.89762,             0.90557,              0.6216,            0.017177,            0.010203,           0.0004099,           0.0011084,           0.0011084,           0.0011084
                  95,            0.022115,            0.012001,          0.00041166,             0.86612,             0.89133,             0.90918,             0.62053,            0.017211,            0.010337,          0.00040043,           0.0010797,           0.0010797,           0.0010797
                  96,            0.020725,            0.012066,          0.00046289,             0.86532,             0.88488,             0.90505,             0.61823,            0.017187,              0.0103,          0.00040154,           0.0010554,           0.0010554,           0.0010554
                  97,            0.021271,            0.011991,          0.00043343,             0.85473,              0.8855,             0.90337,             0.62512,            0.017174,            0.010255,          0.00039699,           0.0010355,           0.0010355,           0.0010355
                  98,            0.022328,            0.012703,          0.00043985,             0.85075,             0.88547,              0.9015,             0.62606,            0.017286,            0.010313,          0.00040631,             0.00102,             0.00102,             0.00102
                  99,            0.020288,            0.011147,          0.00056325,             0.84598,             0.89165,             0.90378,             0.61984,            0.017188,            0.010206,          0.00040468,           0.0010089,           0.0010089,           0.0010089
